#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  84 205 Po   0.76984   0.07060  -0.88317   0.15996  55  13   7   3  1.03038  0.15420  1.444E-01   F   0             2.859
  84 206 Po   0.79974   0.07219  -0.08376   0.14969  99   9   7   6  1.58590  1.54630  8.970E-02   F   0             0.000
  84 207 Po   0.82662   0.07248  -0.79953   0.18793  64  24   7  12  1.78177  1.27412  4.559E-02       0             3.767
  84 208 Po   0.84919   0.07289  -0.14234   0.19218  96  25   7  10  2.57462  1.58321  1.817E-02 *     0             4.345
  84 209 Po   0.86614   0.07517  -0.37168   0.20048  52  24   8   4  2.36300  1.17534  9.499E-03 *     0             3.886
  84 210 Po   0.87625   0.08049   0.29091   0.22627  99  31   7  15  3.21898  2.60858  1.514E-02 *     0             4.289
  84 211 Po   0.87853   0.08847  -1.21644   0.31405  88  59  18   5  2.36400  1.12180  9.111E-03 *     0             4.544
  84 212 Po   0.87238   0.09739  -0.63428   0.31276  70  57   7   3  2.88540  1.13251  1.480E-02 *     0             5.423
  84 213 Po   0.85768   0.10503   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  84 214 Po   0.83483   0.10951  -0.59720   0.39575  97  96   7   2  3.18370  0.60932  9.493E-03 *     0             2.984
  84 215 Po   0.00000   0.00000   0.00000   0.00000  26   1   1   2  0.00000  0.27123                  0             0.000
  84 216 Po   0.00000   0.00000   0.00000   0.00000  11   1   1   2  0.00000  0.54976                  0             0.000
  84 217 Po   0.72785   0.09706   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  84 218 Po   0.68452   0.08611   0.00000   1.00000  12   1   1   2  0.00000  0.50970                  0             0.000
  84 219 Po   0.64104   0.07463   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 220 Po   0.59926   0.06417   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 221 Po   0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 222 Po   0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 223 Po   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 224 Po   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 225 Po   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 226 Po   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  84 227 Po   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 191 At   0.43785   0.02309   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 192 At   0.44900   0.02376   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 193 At   0.46205   0.02414   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 194 At   0.47707   0.02436   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 195 At   0.49413   0.02469   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  85 196 At   0.51331   0.02548   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 197 At   0.53467   0.02716   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  85 198 At   0.55825   0.03012   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  85 199 At   0.58403   0.03453   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 200 At   0.61192   0.04030   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  85 201 At   0.64173   0.04709   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  85 202 At   0.67311   0.05435   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  85 203 At   0.70549   0.06130  -0.22043   0.16385  55  15  14   5  1.69538  0.68340  8.081E-03       0             4.657
  85 204 At   0.73808   0.06699   0.00000   1.00000   7   1   1   2  0.00000  0.58730                  0             0.000
  85 205 At   0.76984   0.07060  -0.19149   0.19103  33  16  14   1  1.93597  0.00000  1.875E-02       0             5.413
  85 206 At   0.79974   0.07219  -1.44669   0.15312  33  11   7   1  0.44420  0.00000  9.253E-02   F   0             0.000
  85 207 At   0.82662   0.07248  -1.15183   0.20621  35  21  14   3  1.35117  0.64336  4.815E-02       0             3.770
  85 208 At   0.84919   0.07289  -1.67147   0.17679  59  22   7   1  0.90447  0.00000  2.002E-01   F   0             3.835
  85 209 At   0.86614   0.07517  -1.10653   0.21392  63  21  14   5  1.51690  0.74581  4.139E-02       0             4.217
  85 210 At   0.87625   0.08049  -1.32167   0.23563 124  25  14   1  1.52552  0.00000  8.742E-03 *     0             4.155
  85 211 At   0.87853   0.08847  -0.52644   0.27400 116  51   7   1  2.92010  0.00000  8.187E-03 *     0             5.933
  85 212 At   0.87238   0.09739  -1.63783   0.30153  69  33  15   1  1.54840  0.00000  2.018E-02 *     0             5.199
  85 213 At   0.85768   0.10503   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  85 214 At   0.83483   0.10951  -1.64206   0.27352  25  23   7   1  0.97500  0.00000  2.476E-01   F   0             3.921
  85 215 At   0.00000   0.00000   0.00000   0.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  85 216 At   0.00000   0.00000   0.00000   0.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  85 217 At   0.72785   0.09706   0.00000   1.00000  16   1   1   4  0.00000  0.27175                  0             0.000
  85 218 At   0.68452   0.08611   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 219 At   0.64104   0.07463   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  85 220 At   0.59926   0.06417   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 221 At   0.56034   0.05558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 222 At   0.52490   0.04913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 223 At   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 224 At   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 225 At   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 226 At   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 227 At   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 228 At   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  85 229 At   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 193 Rn   0.46205   0.02414   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 194 Rn   0.47707   0.02436   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 195 Rn   0.49413   0.02469   0.00000   1.00000   2   1   1   2  0.00000  0.05900                  0             0.000
  86 196 Rn   0.51331   0.02548   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 197 Rn   0.53467   0.02716   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 198 Rn   0.55825   0.03012   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  86 199 Rn   0.58403   0.03453   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 200 Rn   0.61192   0.04030   0.00000   1.00000  11   1   1   2  0.00000  0.43260                  0             0.000
  86 201 Rn   0.64173   0.04709   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 202 Rn   0.67311   0.05435   0.00000   1.00000  15   1   1   2  0.00000  0.50400                  0             0.000
  86 203 Rn   0.70549   0.06130   0.00000   1.00000  19   1   1   4  0.00000  1.44400                  0             0.000
  86 204 Rn   0.73808   0.06699   0.42819   0.17308  53  22   7   3  2.68810  1.13150  3.909E-02       0             5.816
  86 205 Rn   0.76984   0.07060  -0.59383   0.14743  30  10   7   1  1.64730  0.00000  3.604E-01   F   0             4.202
  86 206 Rn   0.79974   0.07219   0.00000   1.00000  19   1   1   3  0.00000  1.13430                  0             0.000
  86 207 Rn   0.82662   0.07248  -0.89087   0.14515  23   8   7   2  0.89910  0.12003  1.196E-01   F   0             0.000
  86 208 Rn   0.84919   0.07289  -0.01535   0.19174  43  24   7   4  2.62120  1.41430  4.752E-02       0             5.189
  86 209 Rn   0.86614   0.07517  -1.17692   0.16229  48  11   7   4  0.86770  0.32831  5.010E-02   F   0             2.069
  86 210 Rn   0.87625   0.08049   0.44902   0.16641  69   9   7   2  2.42228  0.64390  5.418E-02   F   0             0.000
  86 211 Rn   0.87853   0.08847   0.01841   0.19613  33  12   7   2  2.17900  0.53990  5.659E-02   F   0             4.774
  86 212 Rn   0.87238   0.09739   0.25428   0.25178  85  22   7   7  2.88130  2.12099  1.439E-02 *     0             4.946
  86 213 Rn   0.85768   0.10503  -0.31353   0.27674  57  24   7   1  2.32710  0.00000  2.046E-02 *     0             7.419
  86 214 Rn   0.83483   0.10951   0.16207   0.27515  49  20   7   3  2.67610  1.14120  8.535E-03 *     0             6.459
  86 215 Rn   0.00000   0.00000   0.00000   0.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  86 216 Rn   0.00000   0.00000   0.00000   0.00000  21   1   1   5  0.00000  1.64500                  0             0.000
  86 217 Rn   0.72785   0.09706   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  86 218 Rn   0.68452   0.08611  -0.18396   0.17746  24   9   7   2  1.39290  0.32432  1.607E-01   F   0             0.000
  86 219 Rn   0.64104   0.07463  -1.25912   0.21830  31  31  11   1  0.87300  0.00000  2.625E-02 *     0             2.927
  86 220 Rn   0.59926   0.06417  -0.17540   0.13212  22   9   7   4  1.24430  0.64544  1.941E-01   F   0             0.000
  86 221 Rn   0.56034   0.05558   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  86 222 Rn   0.52490   0.04913  -0.11088   0.10116  20   9   7   5  1.12810  0.63547  2.210E-01   F   0             0.000
  86 223 Rn   0.49319   0.04464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 224 Rn   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 225 Rn   0.44094   0.03979   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 226 Rn   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 227 Rn   0.40265   0.03739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 228 Rn   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 229 Rn   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 230 Rn   0.36881   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  86 231 Rn   0.36347   0.03224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 197 Fr   0.53467   0.02716   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 198 Fr   0.55825   0.03012   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 199 Fr   0.58403   0.03453   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 200 Fr   0.61192   0.04030   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 201 Fr   0.64173   0.04709   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 202 Fr   0.67311   0.05435   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 203 Fr   0.70549   0.06130   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  87 204 Fr   0.73808   0.06699   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 205 Fr   0.76984   0.07060  -0.47503   0.19104  35  16  14   1  1.64390  0.00000  2.855E-02       0             4.743
  87 206 Fr   0.79974   0.07219   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 207 Fr   0.82662   0.07248   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  87 208 Fr   0.84919   0.07289   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  87 209 Fr   0.86614   0.07517   0.27126   0.20571  49  17  14  16  2.71740  2.69670  1.262E-02       0             8.192
  87 210 Fr   0.87625   0.08049  -1.60141   0.19240  46  18   7   1  0.82010  0.00000  1.856E-01   F   0             5.061
  87 211 Fr   0.87853   0.08847   0.46756   0.23887  31  16  14   1  3.24400  0.00000  2.495E-01   F   0             7.146
  87 212 Fr   0.87238   0.09739  -1.14014   0.23654  57  19   7   1  1.38930  0.00000  4.186E-02       0             4.069
  87 213 Fr   0.85768   0.10503   1.76306   0.28078  42  15  14   1  4.08290  0.00000  2.282E-03       0             9.634
  87 214 Fr   0.83483   0.10951  -0.27594   0.24794  22  13   7   1  1.85000  0.00000  5.136E-02   F   0             8.666
  87 215 Fr   0.00000   0.00000   0.00000   0.00000  21   1   1   1  0.00000  0.00000                  0             0.000
  87 216 Fr   0.00000   0.00000   0.00000   0.00000  28   1   1   1  0.00000  0.00000                  0             0.000
  87 217 Fr   0.72785   0.09706   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  87 218 Fr   0.68452   0.08611   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  87 219 Fr   0.64104   0.07463  -1.48092   0.22339  31  31  13   1  0.77800  0.00000  3.911E-02 *     0             2.970
  87 220 Fr   0.59926   0.06417  -1.48018   0.19206  35  28  14   1  0.38010  0.00000  6.608E-02 * F   0             2.492
  87 221 Fr   0.56034   0.05558  -1.22278   0.15535  33  30  10   1  0.71420  0.00000  3.663E-02 *     0             2.391
  87 222 Fr   0.52490   0.04913   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  87 223 Fr   0.49319   0.04464  -1.08830   0.12521  59  20  14   1  0.37900  0.00000  8.837E-02   F   0             2.267
  87 224 Fr   0.46524   0.04170   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 225 Fr   0.44094   0.03979  -0.91509   0.11257  66  21  14   4  0.42497  0.12806  4.161E-02       0             2.584
  87 226 Fr   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 227 Fr   0.40265   0.03739  -0.92172   0.09989  39  15  14   1  0.16495  0.00000  3.122E-02       0             1.727
  87 228 Fr   0.38833   0.03635   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 229 Fr   0.37706   0.03519   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 230 Fr   0.36881   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 231 Fr   0.36347   0.03224   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 232 Fr   0.36064   0.03059   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  87 233 Fr   0.35998   0.02902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 201 Ra   0.64173   0.04709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 202 Ra   0.67311   0.05435   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 203 Ra   0.70549   0.06130   0.00000   1.00000   2   1   1   2  0.00000  0.24600                  0             0.000
  88 204 Ra   0.73808   0.06699   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 205 Ra   0.76984   0.07060   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  88 206 Ra   0.79974   0.07219   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  88 207 Ra   0.82662   0.07248   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  88 208 Ra   0.84919   0.07289   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  88 209 Ra   0.86614   0.07517   0.00000   1.00000  10   1   1   3  0.00000  0.88240                  0             0.000
  88 210 Ra   0.87625   0.08049   0.00000   1.00000  12   1   1   6  0.00000  2.05090                  0             0.000
  88 211 Ra   0.87853   0.08847   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  88 212 Ra   0.87238   0.09739   0.82126   0.20182  24   9   7  11  2.69970  3.40420  3.673E-02       0             0.000
  88 213 Ra   0.85768   0.10503   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  88 214 Ra   0.83483   0.10951   1.12995   0.22007  51   8   7  17  2.94410  4.23720  7.545E-02   F   0             0.000
  88 215 Ra   0.00000   0.00000   0.00000   0.00000  33   1   1   1  0.00000  0.00000                  0             0.000
  88 216 Ra   0.00000   0.00000   0.00000   0.00000  22   1   1   9  0.00000  3.29270                  0             0.000
  88 217 Ra   0.72785   0.09706  -0.36248   0.23034  34  17   7   1  2.02970  0.00000  6.271E-02 * F   0             6.937
  88 218 Ra   0.68452   0.08611  -0.01549   0.21246  52  19   7   3  2.10930  0.74110  2.558E-02 *     0             4.872
  88 219 Ra   0.64104   0.07463  -1.16510   0.18197  61  19   7   1  0.55600  0.00000  7.054E-02 * F   0             3.875
  88 220 Ra   0.59926   0.06417  -0.07383   0.14975  32  17   7   3  2.52350  0.41007  1.657E-01 * F   0             6.919
  88 221 Ra   0.56034   0.05558  -0.97537   0.13349  28  18   7   1  0.57310  0.00000  2.199E-01   F   0             3.967
  88 222 Ra   0.52490   0.04913  -0.30390   0.11667  40  17   7   5  1.26500  0.31729  5.380E-02 * F   0             3.731
  88 223 Ra   0.49319   0.04464  -1.09091   0.14871  66  56  14   3  0.90803  0.05013  2.099E-02 *     0             2.663
  88 224 Ra   0.46524   0.04170  -0.11901   0.12210  68  43   7   5  1.89630  0.29035  4.611E-02 *     0             3.843
  88 225 Ra   0.44094   0.03979  -1.08650   0.12619  71  38  15   4  0.48700  0.04277  4.100E-02 *     0             2.632
  88 226 Ra   0.00000   0.00000   0.00000   0.00000  61   1   1   8  0.00000  0.62670                  0             0.000
  88 227 Ra   0.40265   0.03739  -0.79416   0.09627  87  28   7   1  0.52385  0.00000  2.927E-01   F   0             2.622
  88 228 Ra   0.38833   0.03635  -0.10895   0.09305  55  22   7   3  1.08729  0.20470  4.724E-02       0             3.483
  88 229 Ra   0.37706   0.03519  -0.40670   0.08083  33  15   7   1  0.59826  0.00000  3.070E-01   F   0             1.764
  88 230 Ra   0.36881   0.03382  -0.01137   0.07805  30  14   7   2  0.93226  0.05740  5.716E-02   F   0             3.641
  88 231 Ra   0.36347   0.03224  -0.33540   0.07520  31  15   7   1  0.64660  0.00000  9.722E-02   F   0             1.780
  88 232 Ra   0.36064   0.03059   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  88 233 Ra   0.35998   0.02902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 234 Ra   0.36126   0.02774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  88 235 Ra   0.36428   0.02694   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 205 Ac   0.76984   0.07060   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 206 Ac   0.79974   0.07219   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 207 Ac   0.82662   0.07248   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 208 Ac   0.84919   0.07289   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 209 Ac   0.86614   0.07517   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 210 Ac   0.87625   0.08049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 211 Ac   0.87853   0.08847   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 212 Ac   0.87238   0.09739   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  89 213 Ac   0.85768   0.10503   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  89 214 Ac   0.83483   0.10951   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  89 215 Ac   0.00000   0.00000   0.00000   0.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  89 216 Ac   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 217 Ac   0.72785   0.09706   0.00000   1.00000  11   1   1   6  0.00000  1.49810                  0             0.000
  89 218 Ac   0.68452   0.08611  -1.00985   0.20000  36  15   7   1  0.78199  0.00000  1.371E-01   F   0             0.000
  89 219 Ac   0.64104   0.07463  -0.53196   0.19952  42  15  14   1  1.18305  0.00000  4.250E-02       0             6.124
  89 220 Ac   0.59926   0.06417   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  89 221 Ac   0.56034   0.05558  -0.64384   0.14845  32  15  14   1  0.92640  0.00000  1.333E-01   F   0             4.829
  89 222 Ac   0.52490   0.04913   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 223 Ac   0.49319   0.04464   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  89 224 Ac   0.46524   0.04170  -1.37768   0.13890  48  46  19   1  0.40292  0.00000  4.844E-02 *     0             2.790
  89 225 Ac   0.44094   0.03979   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  89 226 Ac   0.00000   0.00000   0.00000   0.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  89 227 Ac   0.40265   0.03739  -0.88416   0.12085  65  38  17   8  0.59200  0.12685  1.118E-02 *     0             2.966
  89 228 Ac   0.38833   0.03635   0.00000   1.00000   5   1   1   5  0.00000  0.03307                  0             0.000
  89 229 Ac   0.37706   0.03519  -0.71282   0.08277  34  17   7   1  0.33550  0.00000  9.578E-02 * F   0             2.733
  89 230 Ac   0.36881   0.03382   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  89 231 Ac   0.36347   0.03224  -0.74322   0.08905  50  18  14   1  0.30500  0.00000  8.502E-02   F   0             1.996
  89 232 Ac   0.36064   0.03059   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  89 233 Ac   0.35998   0.02902   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 234 Ac   0.36126   0.02774   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 235 Ac   0.36428   0.02694   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 236 Ac   0.36888   0.02681   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  89 237 Ac   0.37493   0.02745   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 208 Th   0.84919   0.07289   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 209 Th   0.86614   0.07517   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 210 Th   0.87625   0.08049   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 211 Th   0.87853   0.08847   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 212 Th   0.87238   0.09739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 213 Th   0.85768   0.10503   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 214 Th   0.83483   0.10951   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  90 215 Th   0.00000   0.00000   0.00000   0.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  90 216 Th   0.00000   0.00000   0.00000   0.00000  10   1   1   6  0.00000  2.04000                  0             0.000
  90 217 Th   0.72785   0.09706   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  90 218 Th   0.68452   0.08611   0.00000   1.00000  11   1   1   2  0.00000  0.68900                  0             0.000
  90 219 Th   0.64104   0.07463   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 220 Th   0.59926   0.06417   0.45166   0.12900  39   8   7  18  1.71889  2.68580  3.730E-02       0             0.000
  90 221 Th   0.56034   0.05558   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  90 222 Th   0.52490   0.04913  -0.00821   0.10127  26   9   7  24  1.25530  4.57790  1.831E-01   F   0             0.000
  90 223 Th   0.49319   0.04464  -0.79246   0.10007  28  13   7   1  0.42870  0.00000  1.779E-01   F   0             3.900
  90 224 Th   0.46524   0.04170  -0.28941   0.08570  21   9   7   2  0.83390  0.09810  2.415E-01   F   0             0.000
  90 225 Th   0.44094   0.03979   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  90 226 Th   0.00000   0.00000   0.00000   0.00000  25   1   1   5  0.00000  0.30750                  0             0.000
  90 227 Th   0.40265   0.03739  -0.88022   0.10547  64  27  11   1  0.44814  0.00000  4.405E-02 *     0             2.947
  90 228 Th   0.38833   0.03635  -0.14473   0.10835 224  42   7  11  1.29744  0.87454  1.801E-02 *     0             3.819
  90 229 Th   0.37706   0.03519  -0.93087   0.11880  90  43  20   1  0.47865  0.00000  1.871E-02 *     0             3.059
  90 230 Th   0.36881   0.03382  -0.14966   0.10311 264  46   7   9  1.25920  0.67752  6.539E-03 *     0             3.980
  90 231 Th   0.36347   0.03224  -0.69507   0.10485 138  39  17   5  0.63405  0.18572  9.341E-03 *     0             3.003
  90 232 Th   0.36064   0.03059  -0.03814   0.08738 101  34   7  11  1.22210  0.82680  1.549E-02 *     0             3.772
  90 233 Th   0.35998   0.02902  -0.71124   0.08438 226  50   7   1  0.69560  0.00000  2.710E-01   F   0             3.082
  90 234 Th   0.36126   0.02774   0.09930   0.05579  28   8   7   5  0.84250  0.56470  3.389E-02       0             0.000
  90 235 Th   0.36428   0.02694   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 236 Th   0.36888   0.02681   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  90 237 Th   0.37493   0.02745   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 238 Th   0.38229   0.02884   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  90 239 Th   0.39083   0.03079   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 211 Pa   0.87853   0.08847   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 212 Pa   0.87238   0.09739   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 213 Pa   0.85768   0.10503   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 214 Pa   0.83483   0.10951   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 215 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 216 Pa   0.00000   0.00000   0.00000   0.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  91 217 Pa   0.72785   0.09706   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
