#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  64 163 Gd   0.42461   0.02092   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 164 Gd   0.44156   0.02306   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  64 165 Gd   0.45654   0.02477   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 166 Gd   0.46820   0.02567   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  64 167 Gd   0.47617   0.02573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 168 Gd   0.48047   0.02514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 169 Gd   0.48133   0.02421   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 170 Gd   0.47915   0.02332   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 171 Gd   0.47447   0.02278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 172 Gd   0.46787   0.02274   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 135 Tb   0.90898   0.05651   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 136 Tb   0.93436   0.06149   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 137 Tb   0.94103   0.06495   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 138 Tb   0.92458   0.06517   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 139 Tb   0.88400   0.06125   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 140 Tb   0.82366   0.05394   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 141 Tb   0.75380   0.04558   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  65 142 Tb   0.68310   0.03798  -0.83643   0.08347  36  12   7   1  0.85190  0.00000  4.843E-02       0             4.458
  65 143 Tb   0.61691   0.03193   0.16121   0.08537 106  15  14   1  1.81160  0.00000  3.447E-02       0             5.729
  65 144 Tb   0.55784   0.02749  -0.64286   0.05687  32   9   7   1  0.54450  0.00000  9.020E-02   F   0             0.000
  65 145 Tb   0.50670   0.02436   0.82754   0.06511  57  15  14   1  2.22651  0.00000  4.964E-02       0             5.010
  65 146 Tb   0.46334   0.02214  -0.61561   0.05332  89  18   7   9  0.68214  0.38465  9.866E-02   F   0             2.312
  65 147 Tb   0.42715   0.02051   0.48777   0.05843 192  21  14   1  1.77586  0.00000  3.748E-02       0             3.143
  65 148 Tb   0.39741   0.01926  -0.51281   0.04273  83  12   7   1  0.42580  0.00000  1.862E-01   F   0             4.047
  65 149 Tb   0.37342   0.01825  -0.12717   0.04878 105  15  14   2  0.87256  0.03578  4.667E-02       0             3.152
  65 150 Tb   0.35463   0.01739   0.73289   0.03490  63   8   7   1  1.57350  0.00000  3.154E-01   F   0             0.000
  65 151 Tb   0.34062   0.01664  -0.06500   0.04602 151  18  14   2  0.91778  0.02292  2.539E-02       0             2.948
  65 152 Tb   0.33118   0.01597  -0.11797   0.03204  72   8   7   9  0.60030  0.80610  1.563E-01   F   0             0.000
  65 153 Tb   0.32610   0.01536  -0.43237   0.04400 168  22  14   4  0.57195  0.16318  1.032E-01   F   0             3.207
  65 154 Tb   0.32473   0.01482   0.00000   1.00000   3   1   1   2  0.00000  0.20000                  0             0.000
  65 155 Tb   0.32656   0.01437  -0.36988   0.04033 163  29   9  14  0.76680  0.49864  2.193E-02 *     0             3.307
  65 156 Tb   0.33123   0.01403  -0.51020   0.04185  69  29  14   3  0.69500  0.08700  5.956E-02 * F   0             4.598
  65 157 Tb   0.33853   0.01388  -0.29993   0.04191 131  41   9  13  0.99170  0.53198  1.913E-02 *     0             3.663
  65 158 Tb   0.34826   0.01399  -0.71554   0.04725 111  56  14  13  0.67730  0.24200  1.828E-02 *     0             3.718
  65 159 Tb   0.36027   0.01447  -0.37786   0.03477  67  17   7   9  0.61762  0.42820  3.319E-02 *     0             2.946
  65 160 Tb   0.37432   0.01542  -0.86808   0.05291 120  51  19   4  0.59867  0.07887  1.203E-02 *     0             2.571
  65 161 Tb   0.39010   0.01687  -0.39867   0.04063  76  17   7  15  0.69800  0.60200  4.195E-02 *     0             2.669
  65 162 Tb   0.40711   0.01876  -0.33434   0.05812  40  36  14   1  1.38700  0.00000  7.801E-02 * F   0             3.593
  65 163 Tb   0.42461   0.02092  -0.39550   0.05038  33  18   7  10  0.98700  0.55200  5.607E-02 * F   0             2.769
  65 164 Tb   0.44156   0.02306   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 165 Tb   0.45654   0.02477   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 166 Tb   0.46820   0.02567   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  65 167 Tb   0.47617   0.02573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 168 Tb   0.48047   0.02514   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 169 Tb   0.48133   0.02421   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 170 Tb   0.47915   0.02332   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 171 Tb   0.47447   0.02278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 172 Tb   0.46787   0.02274   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 173 Tb   0.45997   0.02313   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 174 Tb   0.45133   0.02378   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 138 Dy   0.92458   0.06517   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 139 Dy   0.88400   0.06125   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 140 Dy   0.82366   0.05394   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  66 141 Dy   0.75380   0.04558   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 142 Dy   0.68310   0.03798   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  66 143 Dy   0.61691   0.03193  -0.78816   0.06418  82   8   7   1  0.47180  0.00000  7.476E-02   F   0             0.000
  66 144 Dy   0.55784   0.02749   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  66 145 Dy   0.50670   0.02436   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  66 146 Dy   0.46334   0.02214   1.70006   0.04822  75  11   7   5  2.80740  2.28124  8.611E-02   F   0             3.869
  66 147 Dy   0.42715   0.02051   0.88797   0.04241  21   9   7   1  1.92460  0.00000  1.629E-01   F   0             0.000
  66 148 Dy   0.39741   0.01926   1.98356   0.03992  57   9   7   8  2.85390  2.83220  3.115E-02       0             0.000
  66 149 Dy   0.37342   0.01825   0.79929   0.04303  81  15   7   1  1.78220  0.00000  4.871E-02       0             2.855
  66 150 Dy   0.35463   0.01739   1.23931   0.03601 368   9   7   2  2.05131  0.80364  7.037E-02   F   0             0.000
  66 151 Dy   0.34062   0.01664   0.24179   0.04092  90  18   7   1  1.22169  0.00000  6.371E-02   F   0             2.869
  66 152 Dy   0.33118   0.01597   0.99576   0.03542 184  12   7   4  1.94460  1.26120  2.511E-01   F   0             2.514
  66 153 Dy   0.32610   0.01536  -0.08492   0.03090 134   8   7   1  0.57687  0.00000  9.274E-02   F   0             0.000
  66 154 Dy   0.32473   0.01482   0.50238   0.03221 202  11   7  20  1.33419  1.74721  1.414E-01   F   0             2.348
  66 155 Dy   0.32656   0.01437  -0.54395   0.03964 171  33   7  14  0.59400  0.32541  2.499E-01   F   0             2.815
  66 156 Dy   0.33123   0.01403   0.33044   0.02972 317  10   7  14  1.16847  1.36836  2.041E-01   F   0             2.545
  66 157 Dy   0.33853   0.01388  -0.57399   0.04010 205  40   7   7  0.67200  0.21117  2.630E-01   F   0             3.268
  66 158 Dy   0.34826   0.01399   0.41400   0.03753 142  26   7  13  1.55900  1.31478  2.498E-02 *     0             3.278
  66 159 Dy   0.36027   0.01447  -0.53794   0.04420 128  31  14  11  0.69960  0.36106  1.613E-02 *     0             3.571
  66 160 Dy   0.37432   0.01542   0.29255   0.04617 247  41   7   4  1.67610  0.58107  1.322E-02 *     0             3.328
  66 161 Dy   0.39010   0.01687  -0.70692   0.05990 185  59  19  21  0.87849  0.50772  5.490E-03 *     0             3.566
  66 162 Dy   0.40711   0.01876   0.24782   0.05643 275  42   7  39  1.76737  1.75188  7.078E-03 *     0             3.624
  66 163 Dy   0.42461   0.02092  -0.70479   0.07224 352  68  12   7  1.08650  0.33654  8.418E-03 *     0             3.337
  66 164 Dy   0.44156   0.02306   0.01065   0.05560 192  17   7  13  1.30191  1.15357  1.358E-02 *     0             3.873
  66 165 Dy   0.45654   0.02477  -0.78554   0.07531 173  35  12   9  0.83450  0.29768  1.799E-02 *     0             2.782
  66 166 Dy   0.46820   0.02567  -0.00536   0.06381  38  19   7   4  1.35100  0.52697  1.599E-02 *     0             3.403
  66 167 Dy   0.47617   0.02573   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  66 168 Dy   0.48047   0.02514   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  66 169 Dy   0.48133   0.02421   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 170 Dy   0.47915   0.02332   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  66 171 Dy   0.47447   0.02278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 172 Dy   0.46787   0.02274   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 173 Dy   0.45997   0.02313   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 174 Dy   0.45133   0.02378   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 175 Dy   0.44249   0.02444   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 176 Dy   0.43391   0.02491   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 140 Ho   0.82366   0.05394   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 141 Ho   0.75380   0.04558   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  67 142 Ho   0.68310   0.03798   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 143 Ho   0.61691   0.03193   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 144 Ho   0.55784   0.02749   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  67 145 Ho   0.50670   0.02436   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  67 146 Ho   0.46334   0.02214   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 147 Ho   0.42715   0.02051   1.52893   0.05484  92  15  14   1  2.68710  0.00000  2.866E-03       0             7.203
  67 148 Ho   0.39741   0.01926  -0.38293   0.04075  27  10   7   1  0.52500  0.00000  5.717E-02   F   0             2.535
  67 149 Ho   0.37342   0.01825   0.62688   0.04877  82  15  14   1  1.64890  0.00000  3.154E-02       0             4.131
  67 150 Ho   0.35463   0.01739   0.42288   0.03498  39   8   7   1  1.15201  0.00000  3.063E-02       0             0.000
  67 151 Ho   0.34062   0.01664   0.25416   0.04446  66  15  14   1  1.20210  0.00000  9.518E-02   F   0             2.844
  67 152 Ho   0.33118   0.01597   0.52217   0.03277  61   9   7   3  1.50344  0.17940  7.480E-01   F   0             0.000
  67 153 Ho   0.32610   0.01536   0.40766   0.04103  53  15  14   2  1.35930  0.06870  2.477E-01   F   0             4.336
  67 154 Ho   0.32473   0.01482   0.34221   0.03195  39  11   7   3  1.33900  0.24300  4.818E-01   F   0             7.195
  67 155 Ho   0.32656   0.01437  -0.34450   0.03931 127  17  14   3  0.56522  0.14187  4.825E-02       0             3.390
  67 156 Ho   0.33123   0.01403   0.00000   1.00000  13   1   1   7  0.00000  0.21574                  0             0.000
  67 157 Ho   0.33853   0.01388  -0.58575   0.04319 248  35  14   4  0.61006  0.08358  8.160E-02   F   0             3.084
  67 158 Ho   0.34826   0.01399  -0.66507   0.03779 121  32   7   3  0.53150  0.07490  3.155E-01   F   0             4.613
  67 159 Ho   0.36027   0.01447  -0.54858   0.04325 126  28  14  10  0.64915  0.34160  4.058E-02       0             3.111
  67 160 Ho   0.37432   0.01542  -0.59843   0.03339  74  11   7   6  0.24255  0.16956  2.338E-01   F   0             4.468
  67 161 Ho   0.39010   0.01687  -0.63034   0.05160 137  34  13   6  0.78812  0.25268  1.470E-02 *     0             3.369
  67 162 Ho   0.40711   0.01876  -0.63105   0.05433  63  24  14   7  0.76580  0.17980  4.233E-02 *     0             5.339
  67 163 Ho   0.42461   0.02092  -0.65849   0.06591 104  42  12   8  0.99000  0.39207  1.981E-02 *     0             3.666
  67 164 Ho   0.44156   0.02306  -0.94706   0.07283  94  39  14   5  0.67000  0.16740  2.124E-02 *     0             4.325
  67 165 Ho   0.45654   0.02477  -0.67736   0.08468 273  45  20  12  1.07963  0.53901  1.076E-02 *     0             3.777
  67 166 Ho   0.46820   0.02567  -1.17410   0.10402 356 154  14  11  1.17490  0.28696  1.989E-02 *     0             3.382
  67 167 Ho   0.47617   0.02573  -0.41862   0.06493  32  24   7   5  1.40300  0.31975  7.928E-02 * F   0             2.528
  67 168 Ho   0.48047   0.02514   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  67 169 Ho   0.48133   0.02421  -0.30819   0.06298  31  29   7   9  1.78600  0.49200  1.083E-01 * F   0             2.739
  67 170 Ho   0.47915   0.02332   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 171 Ho   0.47447   0.02278   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 172 Ho   0.46787   0.02274   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 173 Ho   0.45997   0.02313   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 174 Ho   0.45133   0.02378   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 175 Ho   0.44249   0.02444   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 176 Ho   0.43391   0.02491   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 177 Ho   0.42600   0.02505   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 178 Ho   0.41911   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 142 Er   0.68310   0.03798   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 143 Er   0.61691   0.03193   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 144 Er   0.55784   0.02749   0.00000   1.00000   2   1   1   2  0.00000  0.33000                  0             0.000
